4,4,4,5,2,6,4,3,1,3,4,2,8,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0

3,7,4,8,3,1,6,1,4,4,2,3,1,4
0,0,0,0,0,0,0,0,0,0,4,0,0,0

6,7,7,7,4,4,4,4,4,6,1,4,2,10
0,0,0,0,0,0,0,0,0,0,2,0,0,0

4,7,7,7,2,6,9,7,5,7,5,6,1,8
0,0,0,0,0,0,0,0,0,0,6,0,6,0

5,4,4,3,4,3,2,0,2,4,5,3,2,4
0,0,0,0,0,0,0,0,0,0,0,11,1,0

8,8,7,7,4,1,4,9,6,3,5,6,3,10
0,0,0,0,0,0,0,0,0,0,0,0,0,0

5,6,4,5,5,3,7,8,2,5,4,4,6,4
0,0,0,0,0,0,0,0,0,0,0,5,0,0

2,6,2,7,6,5,6,7,5,4,4,4,7,5
10,0,0,0,0,0,0,0,0,0,0,0,0,1

4,4,5,5,2,4,3,4,4,5,7,8,4,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0

4,10,4,8,2,7,10,5,9,7,4,2,5,6
0,0,0,0,0,0,0,0,0,0,8,0,0,0

2,9,5,9,5,5,8,1,5,9,5,1,3,8
7,0,0,0,0,0,0,0,0,0,2,4,0,0

