1,3,0,1,0,2,2,0,1,1,1,1,0,2
2,0,0,0,0,0,0,0,2,0,5,0,0,0

2,5,1,5,0,0,4,0,1,0,2,0,1,1
3,0,0,0,0,0,0,2,0,0,8,0,2,0

2,8,2,5,1,1,1,1,2,1,0,0,0,3
0,0,0,0,0,0,0,0,0,0,13,0,0,0

0,3,4,5,0,3,6,2,2,4,3,1,0,3
8,0,0,0,0,0,0,0,0,4,22,1,33,1

1,2,2,1,0,1,0,0,2,1,1,3,1,2
0,0,0,1,0,0,0,0,6,0,7,45,8,1

5,8,0,5,1,1,1,3,0,2,1,2,1,7
0,0,1,0,0,8,0,0,2,0,0,0,6,0

0,2,2,3,4,2,5,0,0,2,0,5,1,2
0,0,0,0,0,0,0,6,0,0,0,31,0,3

0,5,1,4,3,2,3,3,2,1,2,3,1,2
30,0,6,0,0,0,0,0,0,0,0,0,2,9

1,4,4,3,0,0,2,1,0,1,0,5,0,2
0,0,6,0,0,0,0,0,0,0,6,0,6,0

3,8,2,6,1,1,3,3,1,2,1,1,0,2
0,0,0,1,0,0,0,3,0,0,17,0,0,2

0,8,4,3,3,1,3,0,2,3,1,1,1,6
38,5,0,0,0,0,2,15,0,0,14,43,10,2

