1,2,0,1,0,2,3,0,0,0,0,0,0,1
2,0,0,0,0,0,0,0,3,0,9,0,0,0

1,5,0,5,0,0,3,0,0,0,1,0,1,1
0,0,0,0,0,0,0,0,1,0,12,0,2,1

1,6,0,2,0,0,0,0,2,0,0,0,0,4
0,0,0,0,0,0,0,0,0,1,12,1,0,0

0,5,4,3,0,3,5,1,1,2,2,2,0,1
10,0,0,0,0,0,0,0,0,9,30,0,29,1

1,2,1,2,0,3,0,0,0,0,0,0,1,2
2,0,2,1,0,0,0,1,6,0,14,44,7,8

3,6,0,4,1,1,3,1,0,1,0,1,0,6
0,0,2,0,0,1,0,0,7,0,5,0,8,0

0,1,3,2,3,1,4,0,0,2,0,5,1,2
1,0,0,0,0,0,0,10,0,0,0,32,0,3

0,4,0,3,1,2,3,2,0,1,1,0,1,2
27,0,9,0,0,0,0,0,0,0,0,0,4,3

0,4,1,1,0,0,1,1,1,0,0,4,0,2
0,0,9,0,0,0,0,0,0,0,11,0,11,0

2,6,1,6,1,1,4,2,1,2,1,1,0,1
0,0,0,0,5,0,0,6,0,0,20,0,0,2

0,7,4,1,0,1,3,0,2,2,1,1,1,5
44,6,0,0,0,0,3,16,0,0,20,46,6,2

