1,0,0,1,0,1,0,0,1,1,1,0,0,2
7,0,0,0,0,0,0,0,2,5,4,0,0,0

2,2,1,1,0,0,1,0,1,0,2,0,1,1
5,0,1,0,0,0,0,1,1,0,10,1,1,1

2,0,0,2,1,1,0,0,2,1,0,0,0,4
0,0,0,0,0,0,0,0,0,1,2,0,0,0

0,1,3,2,0,2,5,2,2,2,0,0,0,2
11,0,0,0,0,0,0,1,0,7,27,1,40,2

1,0,1,1,0,1,0,0,0,1,1,1,2,2
1,0,2,1,0,0,0,0,8,0,8,55,9,1

4,1,0,1,1,0,0,3,0,2,1,0,1,7
0,0,1,0,0,18,1,1,3,0,1,0,13,0

1,2,2,1,4,1,1,0,0,1,0,1,1,2
0,0,0,0,0,0,0,8,0,0,0,33,0,4

0,2,1,3,3,0,3,2,1,1,1,0,1,2
18,0,7,0,0,0,0,0,0,0,0,0,3,9

20,1,2,2,0,0,2,1,0,0,0,5,0,1
0,0,5,0,0,0,0,0,0,0,8,0,9,0

1,3,1,1,0,1,1,3,1,2,1,0,0,1
1,0,0,4,0,0,0,4,0,0,19,1,12,6

0,6,4,1,2,1,2,0,2,3,1,0,1,5
44,7,0,0,0,0,2,18,0,0,19,57,17,2

