1,2,0,2,0,2,3,0,1,1,1,1,0,2
2,0,0,0,0,0,0,0,2,0,5,0,0,0

2,5,1,5,0,0,4,0,1,0,2,0,1,1
1,0,0,0,0,0,0,1,0,0,9,0,1,0

2,7,0,5,1,1,0,0,2,1,0,1,0,3
0,0,0,0,0,0,0,0,0,0,12,0,0,0

0,5,4,5,0,3,6,3,2,4,2,3,0,2
7,0,0,0,0,0,0,0,0,6,18,0,28,1

1,1,1,1,0,1,0,0,0,0,1,0,1,2
0,0,1,0,0,0,0,1,5,0,3,47,6,1

5,8,0,5,2,1,3,3,0,2,0,2,1,7
0,0,1,0,0,0,0,0,3,0,1,0,5,0

0,3,2,4,4,2,6,0,0,2,0,3,1,2
0,0,0,0,0,0,0,6,0,0,0,31,0,1

0,4,1,4,3,2,3,3,1,2,2,4,1,3
26,0,6,0,0,0,0,0,0,0,0,0,2,7

2,3,4,3,0,1,2,0,1,1,0,5,1,2
0,0,5,0,0,0,0,0,0,0,6,0,5,0

3,7,1,6,1,1,6,3,1,2,1,1,0,1
0,0,0,0,0,0,0,3,0,0,18,0,0,0

0,7,4,2,2,2,3,0,2,3,1,0,1,6
34,5,0,0,0,0,2,12,0,0,15,30,7,2

