1,0,0,0,0,1,0,0,0,1,0,0,0,1
8,0,0,0,0,0,0,0,1,4,7,0,0,0

1,2,1,1,0,0,1,0,0,0,2,0,2,1
5,0,0,0,0,0,0,1,1,0,11,1,2,2

1,1,0,2,0,0,0,0,2,1,0,0,0,2
0,0,0,0,0,0,0,0,1,1,3,3,0,0

0,1,4,4,0,2,3,1,2,2,0,1,0,1
15,0,0,0,0,0,0,2,2,7,34,0,48,7

0,0,1,1,1,1,0,0,0,0,0,0,1,2
5,2,2,1,0,0,0,0,14,0,8,63,9,7

2,3,0,1,1,0,0,1,0,0,0,0,0,6
0,0,3,0,0,20,2,1,7,0,2,0,20,0

16,1,1,1,4,0,1,0,0,2,1,2,1,3
0,0,0,0,0,0,0,10,0,0,0,53,0,4

15,2,1,2,1,0,2,2,0,1,0,0,1,2
0,0,8,0,0,0,0,0,0,0,0,0,4,15

20,1,2,1,0,0,0,0,0,0,0,4,0,1
0,0,7,0,0,0,0,0,0,0,10,0,13,0

1,0,1,2,0,1,1,2,1,2,1,0,0,1
4,1,0,4,4,0,0,8,0,1,20,2,19,5

0,5,3,0,0,0,2,0,2,2,1,0,1,4
42,10,0,0,0,0,4,20,0,0,23,72,12,0

