1,3,0,0,0,2,2,0,0,1,0,1,0,1
3,0,0,0,0,0,0,0,3,0,9,0,0,0

1,4,1,5,0,0,4,0,1,0,2,0,1,1
3,0,0,0,0,0,0,4,1,0,11,0,3,1

1,8,2,5,0,0,1,0,2,0,0,0,0,2
0,0,0,0,0,0,0,0,1,1,16,1,0,0

0,3,4,5,0,3,4,1,2,2,2,1,0,2
13,0,0,0,0,0,0,0,0,7,30,2,41,5

1,2,2,1,0,1,0,0,2,0,1,2,1,2
1,1,2,1,0,0,0,1,8,0,13,49,10,7

3,8,0,5,1,1,1,1,0,1,0,2,0,6
0,0,3,0,0,9,0,1,7,0,2,0,12,0

0,0,1,3,4,1,5,0,0,1,0,5,1,2
1,0,0,0,0,0,0,7,0,0,0,41,0,5

0,5,0,3,1,2,3,2,1,1,1,3,1,2
36,0,11,0,0,0,0,0,0,0,1,0,5,13

0,4,3,1,0,0,1,0,0,0,0,4,0,2
0,0,8,0,0,0,0,0,0,0,10,0,11,0

3,8,1,6,1,1,2,2,1,2,1,1,0,2
0,0,0,1,2,0,0,6,0,0,18,0,1,5

0,7,3,3,0,0,3,0,2,2,0,1,1,4
46,8,0,0,0,0,3,23,0,0,18,59,10,3

