7,4,6,6,5,8,4,4,5,4,5,5,9,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0

4,8,7,6,7,3,6,5,5,6,2,4,4,5
0,0,0,0,0,0,0,0,0,0,1,0,0,0

9,7,9,8,8,4,5,5,7,6,3,4,3,10
0,0,0,0,0,0,0,0,0,0,0,0,0,0

5,6,8,8,5,5,9,7,6,9,8,5,4,8
0,0,0,0,0,0,0,0,0,0,4,0,2,0

6,4,6,4,7,3,6,3,4,6,8,3,5,4
0,0,0,0,0,0,0,0,0,0,0,4,0,0

9,5,7,8,6,3,4,9,7,7,5,9,5,10
0,0,0,0,0,0,0,0,0,0,0,0,0,0

6,8,7,4,5,5,7,8,3,5,5,4,5,5
0,0,0,0,0,0,0,0,0,0,0,1,0,0

4,6,2,7,7,6,7,8,6,6,5,6,7,7
3,0,0,0,0,0,0,0,0,0,0,0,0,1

20,4,9,6,4,4,7,7,5,8,8,9,6,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0

3,7,7,7,5,9,9,6,10,7,8,2,5,8
0,0,0,0,0,0,0,0,0,0,4,0,0,0

4,10,7,9,5,5,8,5,6,9,7,3,4,10
3,0,0,0,0,0,0,0,0,0,1,2,0,0

