8,6,9,7,9,7,7,9,8,8,7,9,8,7
2,4,1,3,1,3,3,1,2,2,2,1,2,3
0,0,0,0,0,0,0,0,0,0,1,0,0,0

8,4,8,5,8,9,5,9,8,9,7,9,8,8
2,4,2,5,2,1,5,1,2,1,1,1,2,1
0,2,0,0,0,0,0,0,0,0,2,0,0,1

7,3,9,8,7,9,9,8,7,7,8,8,9,4
3,7,1,2,3,1,1,2,3,2,1,2,1,3
0,0,0,0,0,0,0,0,0,0,1,0,0,3

3,3,6,7,9,6,3,7,7,4,5,7,9,7
3,7,4,3,1,4,7,3,3,6,2,2,1,2
4,0,0,0,0,0,0,0,0,0,3,1,0,1

2,8,4,5,6,4,7,7,7,5,5,7,5,6
2,1,3,2,2,4,1,1,1,2,2,1,3,2
3,0,0,1,0,0,0,0,0,0,1,1,0,0

3,2,7,6,7,8,7,7,9,8,9,7,9,1
7,6,2,4,2,2,3,3,1,2,1,3,1,7
0,2,1,0,1,0,0,0,0,0,0,0,0,2

2,6,4,4,2,3,4,7,6,5,6,2,3,5
1,2,4,3,4,4,4,2,1,3,1,5,1,2
5,2,0,0,1,0,0,1,0,0,0,0,2,0

6,1,5,2,3,5,2,3,4,3,5,6,4,7
1,3,2,5,5,2,5,5,4,4,2,1,2,1
0,2,0,0,0,0,0,0,0,0,0,0,1,0

5,0,6,6,9,9,8,8,9,7,6,4,7,8
3,1,4,3,1,1,2,1,1,3,2,1,1,2
2,9,0,1,0,0,0,1,0,0,2,5,2,0

7,2,8,3,8,6,3,6,6,7,8,9,9,4
3,8,2,7,2,4,7,4,4,3,2,1,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,5

6,1,5,7,7,5,5,9,6,5,7,7,9,4
2,3,5,3,3,4,3,1,3,4,2,2,1,4
1,6,0,0,0,0,2,0,0,0,0,1,0,2

