8,9,9,9,9,8,9,9,9,9,8,9,9,8
1,1,1,1,1,2,1,1,1,1,1,1,1,1
1,0,0,0,0,0,0,0,0,0,1,0,0,1

9,6,9,8,9,9,8,9,9,9,8,8,8,7
1,1,1,2,1,1,2,1,1,1,2,1,1,1
0,3,0,0,0,0,0,0,0,0,0,1,1,2

8,8,9,8,9,9,9,9,7,8,9,9,9,4
1,1,1,2,1,1,1,1,3,1,1,1,1,2
1,1,0,0,0,0,0,0,0,0,0,0,0,4

6,8,6,9,9,7,6,8,9,7,7,9,9,9
1,2,3,1,1,3,4,2,1,3,1,1,1,1
3,0,1,0,0,0,0,0,0,0,2,0,0,0

3,7,5,6,7,6,7,7,7,6,7,8,5,6
1,1,2,1,1,2,1,1,1,1,1,1,1,2
3,1,0,1,0,0,0,0,0,0,0,0,2,0

7,8,9,9,8,9,9,8,9,9,9,9,8,3
2,1,1,1,1,1,1,2,1,1,1,1,1,2
1,1,0,0,1,0,0,0,0,0,0,0,1,5

4,8,6,5,3,6,7,8,6,7,6,5,5,5
1,1,2,1,4,1,1,1,1,1,1,2,1,1
3,1,0,1,0,0,0,1,0,0,0,0,0,1

5,2,6,4,6,6,4,6,7,5,6,6,5,7
1,1,1,3,2,1,3,2,1,2,1,1,1,1
1,3,0,0,0,0,0,0,0,0,0,0,1,0

7,8,9,8,9,9,9,8,9,9,9,4,9,9
2,1,1,2,1,1,1,2,1,1,1,1,1,1
1,1,0,0,0,0,0,0,0,0,0,5,0,0

8,9,8,8,9,8,9,7,9,7,8,9,9,4
2,1,1,2,1,1,1,2,1,3,1,1,1,1
0,0,1,0,0,1,0,1,0,0,1,0,0,5

8,3,7,9,9,8,7,9,8,6,7,7,9,5
1,3,2,1,1,1,2,1,1,3,1,1,1,1
0,4,1,0,0,0,1,0,0,0,1,2,0,4

